OpenAlias asset_type,Asset Common Name,CAIP-19 suffix,,
astr,Astar Network,/slip44:810,,
meer,Qitmeer,/slip44:813,,
fact,ImFACT,/slip44:815,,
fsc,FSC,/slip44:816,,
vet,VeChain Token,/slip44:818,,
reef,Reef,/slip44:819,,
clo,Callisto,/slip44:820,,
bdb,BigchainDB,/slip44:822,,
rbnt,Redbelly Network,/slip44:824,,
ace,Endurance,/slip44:827,,
ccn,ComputeCoin,/slip44:828,,
bba,BBACHAIN,/slip44:829,,
cruz,cruzbit,/slip44:831,,
sapp,Sapphire,/slip44:832,,
777,Jackpot,/slip44:833,,
kyan,Kyanite,/slip44:834,,
azr,Azzure,/slip44:835,,
cfl,CryptoFlow,/slip44:836,,
dashd,Dash Diamond,/slip44:837,,
trtt,Trittium,/slip44:838,,
ucr,Ultra Clear,/slip44:839,,
pny,Peony,/slip44:840,,
becn,Beacon,/slip44:841,,
monk,Monk,/slip44:842,,
saga,CryptoSaga,/slip44:843,,
suv,Suvereno,/slip44:844,,
esk,EskaCoin,/slip44:845,,
owo,OneWorld Coin,/slip44:846,,
peps,PEPS Coin,/slip44:847,,
bir,Birake,/slip44:848,,
mobic,MobilityCoin,/slip44:849,,
fls,Flits,/slip44:850,,
freco,Freco,/slip44:851,,
dsm,Desmos,/slip44:852,,
prcy,PRCY Coin,/slip44:853,,
hvh,HAVAH,/slip44:858,,
mob,MobileCoin,/slip44:866,,
if,Infinitefuture,/slip44:868,,
nam,Namada,/slip44:877,,
scr,Scorum Network,/slip44:878,,
lum,Lum Network,/slip44:880,,
zbc,ZooBC,/slip44:883,,
adf,AD Token,/slip44:886,,
neo,NEO,/slip44:888,,
tomo,TOMO,/slip44:889,,
xsel,Seln,/slip44:890,,
lksc,LKSCoin,/slip44:896,,
as,Assetchain,/slip44:898,,
xec,eCash,/slip44:899,,
lmo,Lumeneo,/slip44:900,,
nxt,NxtMeta,/slip44:901,,
hnt,Helium,/slip44:904,,
xpx,Sirius,/slip44:906,,
fis,StaFi,/slip44:907,,
sge,Saage,/slip44:909,,
gert,Gert,/slip44:911,,
vara,Vara Network,/slip44:913,,
meta,Metadium,/slip44:916,,
fra,Findora,/slip44:917,,
ccd,Concordium,/slip44:919,,
avn,Avian Network,/slip44:921,,
dip,Dipper Network,/slip44:925,,
ghm,HermitMatrixNetwork,/slip44:928,,
rune,THORChain (RUNE),/slip44:931,,
mgo,Mango Network,/slip44:938,,
ab,Argot Protocol,/slip44:939,,
kcn,Kylacoin,/slip44:942,,
lcn,Lyncoin,/slip44:943,,
unlock,Jasiri protocol,/slip44:945,,
ltp,LifetionCoin,/slip44:955,,
vkax,Vkax,/slip44:960,,
matic,Matic,/slip44:966,,
unw,UNW,/slip44:968,,
qi,Quai Network,/slip44:969,,
twins,TWINS,/slip44:970,,
tlos,Telos,/slip44:977,,
tafeco,Taf ECO Chain,/slip44:981,,
au,Autonomy,/slip44:985,,
vcg,VipCoin,/slip44:987,,
xazab,Xazab core,/slip44:988,,
aioz,AIOZ,/slip44:989,,
core,Coreum,/slip44:990,,
pec,Phoenix,/slip44:991,,
unt,Unit,/slip44:992,,
xrb,X Currency,/slip44:993,,
quai,Quai Network,/slip44:994,,
caps,Ternoa,/slip44:995,,
okt,OKChain Token,/slip44:996,,
sum,Solidum,/slip44:997,,
lbtc,Lightning Bitcoin,/slip44:998,,
bcd,Bitcoin Diamond,/slip44:999,,
btn,Bitcoin New,/slip44:1000,,
tt,ThunderCore,/slip44:1001,,
bkt,BanKitt,/slip44:1002,,
nodl,Nodle,/slip44:1003,,
pcoin,PCOIN,/slip44:1004,,
tao,Bittensor,/slip44:1005,,
hsk,HashKey Chain,/slip44:1006,,
ftm,Fantom,/slip44:1007,,
rpg,RPG,/slip44:1008,,
lake,iconLake,/slip44:1009,,
ht,Huobi ECO Chain,/slip44:1010,,
elv,Eluvio,/slip44:1011,,
joc,Japan Open Chain,/slip44:1012,,
bic,Beincrypto,/slip44:1013,,
joy,Joystream,/slip44:1014,,
evc,Evrice,/slip44:1020,,
xrd,Radix DLT,/slip44:1022,,
one,HARMONY-ONE (Legacy),/slip44:1023,,
ont,Ontology,/slip44:1024,,
czz,Classzz,/slip44:1025,,
kex,Kira Exchange Token,/slip44:1026,,
mcm,Mochimo,/slip44:1027,,
pls,Pulse Coin,/slip44:1028,,
btcr,BTCR,/slip44:1032,,
mfid,Moonfish ID,/slip44:1042,,
bbc,Big Bitcoin,/slip44:1111,,
core,Core,/slip44:1116,,
rise,RISE,/slip44:1120,,
cmt,CyberMiles Token,/slip44:1122,,
etsc,Ethereum Social,/slip44:1128,,
dfi,DeFiChain,/slip44:1129,,
dfi,DeFiChain EVM Network,/slip44:1130,,
cdy,Bitcoin Candy,/slip44:1145,,
enj,Enjin Coin,/slip44:1155,,
hoo,Hoo Smart Chain,/slip44:1170,,
alph,Alephium,/slip44:1234,,
glmr,Moonbeam,/slip44:1284,,
movr,Moonriver,/slip44:1285,,
wpc,Wpc,/slip44:1298,,
wei,WEI,/slip44:1308,,
bits,Entropy,/slip44:1312,,
dfc,Defcoin,/slip44:1337,,
iron,Iron Fish,/slip44:1338,,
islm,IslamicCoin,/slip44:1348,,
hyc,Hycon,/slip44:1397,,
tentslp,TENT Simple Ledger Protocol,/slip44:1410,,
xsc,XT Smart Chain,/slip44:1510,,
aac,Double-A Chain,/slip44:1512,,
beam,Beam,/slip44:1533,,
gas,BubiChain,/slip44:1536,,
sdk,Sovereign SDK,/slip44:1551,,
apc,Apc Chain,/slip44:1555,,
elf,AELF,/slip44:1616,,
audl,AUDL,/slip44:1618,,
ath,Atheios,/slip44:1620,,
lume,Lume Web,/slip44:1627,,
new,Newton,/slip44:1642,,
bta,Btachain,/slip44:1657,,
neox,Neoxa,/slip44:1668,,
mewc,Meowcoin,/slip44:1669,,
bcx,BitcoinX,/slip44:1688,,
xtz,Tezos,/slip44:1729,,
lbtc,Liquid BTC,/slip44:1776,,
bbp,Biblepay,/slip44:1777,,
jpys,JPY Stablecoin,/slip44:1784,,
vega,Vega Protocol,/slip44:1789,,
ada,Cardano,/slip44:1815,,
cube,Cube Chain Native Token,/slip44:1818,,
tes,Teslacoin,/slip44:1856,,
ztx,Zetrix,/slip44:1888,,
xec,eCash token,/slip44:1899,,
xna,Neurai,/slip44:1900,,
clc,Classica,/slip44:1901,,
bitci,Bitcicoin,/slip44:1907,,
vips,VIPSTARCOIN,/slip44:1919,,
city,City Coin,/slip44:1926,,
xx,xx coin,/slip44:1955,,
xmx,Xuma,/slip44:1977,,
trtl,TurtleCoin,/slip44:1984,,
slrt,Solarti Chain,/slip44:1985,,
qth,Qing Tong Horizon,/slip44:1986,,
egem,EtherGem,/slip44:1987,,
mira,Mira Chain,/slip44:1988,,
hodl,HOdlcoin,/slip44:1989,,
phl,Placeholders,/slip44:1990,,
sc,Sia,/slip44:1991,,
myt,Mineyourtime,/slip44:1996,,
polis,Polis,/slip44:1997,,
xmcc,Monoeci,/slip44:1998,,
colx,ColossusXT,/slip44:1999,,
gin,GinCoin,/slip44:2000,,
mnp,MNPCoin,/slip44:2001,,
mln,Miraland,/slip44:2002,,
kin,Kin,/slip44:2017,,
eosc,EOSClassic,/slip44:2018,,
gbt,GoldBean Token,/slip44:2019,,
pkc,PKC,/slip44:2020,,
skt,Sukhavati,/slip44:2021,,
xht,Xinghuo Token,/slip44:2022,,
coc,Chat On Chain,/slip44:2023,,
usbc,Universal Ledger USBC,/slip44:2024,,
rock,Zenrock Labs,/slip44:2025,,
astron,ASTRON Token,/slip44:2026,,
any,Any,/slip44:2046,,
mcash,MCashChain,/slip44:2048,,
true,TrueChain,/slip44:2049,,
movo,Movo Smart Chain,/slip44:2050,,
kilt,KILT Spiritnet,/slip44:2086,,
sama,Exosama Network,/slip44:2109,,
iote,IoTE,/slip44:2112,,
bay,BitBay,/slip44:2125,,
xrg,Ergon,/slip44:2137,,
sama,Moonsama Network,/slip44:2199,,
ask,ASK,/slip44:2221,,
cweb,Coinweb,/slip44:2222,,
qtum,QTUM,/slip44:2301,,
etp,Metaverse,/slip44:2302,,
gxc,GXChain,/slip44:2303,,
crp,CranePay,/slip44:2304,,
ela,Elastos,/slip44:2305,,
snow,Snowblossom,/slip44:2338,,
xin,Mixin,/slip44:2365,,
nexi,Nexi,/slip44:2500,,
aoa,Aurora,/slip44:2570,,
aipg,AIPowerGrid,/slip44:2686,,
nas,Nebulas,/slip44:2718,,
reosc,REOSC Ecosystem,/slip44:2894,,
bnd,Blocknode,/slip44:2941,,
sm,Stealth Message,/slip44:3000,,
lux,LUX,/slip44:3003,,
hbar,Hedera HBAR,/slip44:3030,,
cos,Contentos,/slip44:3077,,
ccc,CodeChain,/slip44:3276,,
sxp,Solar,/slip44:3333,,
peaq,peaq,/slip44:3338,,
roi,ROIcoin,/slip44:3377,,
dyn,Dynamic,/slip44:3381,,
seq,Sequence,/slip44:3383,,
pepe,Pepecoin Core,/slip44:3434,,
jfin,JFIN Coin,/slip44:3501,,
deo,Destocoin,/slip44:3552,,
dst,DeStream,/slip44:3564,,
cy,Cybits,/slip44:3601,,
mpc,Partisia Blockchain,/slip44:3757,,
red,ReDeFi RED,/slip44:3840,,
fc8,FCH Network,/slip44:4040,,
yee,YeeCo,/slip44:4096,,
iota,IOTA,/slip44:4218,,
smr,Shimmer,/slip44:4219,,
axe,Axe,/slip44:4242,,
xym,Symbol,/slip44:4343,,
c4e,Chain4Energy,/slip44:4444,,
xvm,Venidium,/slip44:4919,,
bxn,BlackFort Exchange Network,/slip44:4999,,
v12,Vet The Vote,/slip44:5000,,
sbc,Senior Blockchain,/slip44:5006,,
fic,FIC,/slip44:5248,,
hns,Handshake,/slip44:5353,,
isk,ISKRA,/slip44:5404,,
altme,ALTME,/slip44:5467,,
fund,Unification,/slip44:5555,,
stx,Stacks,/slip44:5757,,
vow,VowChain VOW,/slip44:5895,,
slu,SILUBIUM,/slip44:5920,,
dusk,Dusk Network,/slip44:5995,,
go,GoChain GO,/slip44:6060,,
dts,Datos,/slip44:6144,,
moi,My Own Internet,/slip44:6174,,
steamx,Rails Network Mainnet,/slip44:6278,,
um,Penumbra,/slip44:6532,,
rsc,Royal Sports City,/slip44:6599,,
bpa,Bitcoin Pizza,/slip44:6666,,
safe,SAFE,/slip44:6688,,
coti,COTI,/slip44:6779,,
roger,TheHolyrogerCoin,/slip44:6969,,
zeta,ZetaChain,/slip44:7000,,
ella,Ella the heart,/slip44:7027,,
aa,Arthera,/slip44:7028,,
topl,Topl,/slip44:7091,,
kly,KLYNTAR,/slip44:7331,,
shft,Shyft,/slip44:7341,,
mev,MEVerse,/slip44:7518,,
adil,ADIL Chain,/slip44:7576,,
btv,Bitvote,/slip44:7777,,
cpv,Compverse,/slip44:7779,,
sky,Skycoin,/slip44:8000,,
boc,BeOne Chain,/slip44:8181,,
pac,pacprotocol,/slip44:8192,,
klay,KLAY,/slip44:8217,,
btq,BitcoinQuark,/slip44:8339,,
xch,Chia,/slip44:8444,,
plmnt,Planetmint,/slip44:8680,,
bln,Bullions,/slip44:8732,,
ggx,Golden Gate,/slip44:8866,,
ggxt,Golden Gate Sydney,/slip44:8886,,
sbtc,Super Bitcoin,/slip44:8888,,
nuls,NULS,/slip44:8964,,
bbc,Babacoin,/slip44:8997,,
jgc,JagoanCoin,/slip44:8998,,
btp,Bitcoin Pay,/slip44:8999,,
avax,Avalanche,/slip44:9000,,
arb1,Arbitrum,/slip44:9001,,
boba,Boba,/slip44:9002,,
loop,Loopring,/slip44:9003,,
strk,StarkNet,/slip44:9004,,
avaxc,Avalanche C-Chain,/slip44:9005,,
bsc,Binance Smart Chain,/slip44:9006,,
nrg,Energi,/slip44:9797,,
btf,Bitcoin Faith,/slip44:9888,,
god,Bitcoin God,/slip44:9999,,
fo,FIBOS,/slip44:10000,,
space,Space,/slip44:10001,,
dhp,dHealth,/slip44:10111,,
rtm,Raptoreum,/slip44:10226,,
aa,Arthera,/slip44:10242,,
xrc,XRhodium,/slip44:10291,,
num,Numbers Protocol,/slip44:10507,,
xpi,Lotus,/slip44:10605,,
ess,Essentia One,/slip44:11111,,
varch,InvArch,/slip44:11742,,
tnkr,Tinkernet,/slip44:11743,,
ipos,IPOS,/slip44:12345,,
mina,Mina,/slip44:12586,,
bty,BitYuan,/slip44:13107,,
ycc,Yuan Chain Coin,/slip44:13108,,
phx,Phoenix,/slip44:13381,,
wax,Worldwide Asset Exchange,/slip44:14001,,
sdgo,SanDeGo,/slip44:15845,,
xtx,Totem Live Network,/slip44:16181,,
ardr,Ardor,/slip44:16754,,
mtr,Meter,/slip44:18000,,
safe,Safecoin,/slip44:19165,,
flux,Flux,/slip44:19167,,
rito,Ritocoin,/slip44:19169,,
ml,Mintlayer,/slip44:19788,,
xnd,ndau,/slip44:20036,,
c4ei,c4ei,/slip44:21004,,
xah,Xahau,/slip44:21337,,
pac,Pactus,/slip44:21888,,
pwr,PWRcoin,/slip44:22504,,
epic,Epic Cash,/slip44:23000,,
bell,Bellcoin,/slip44:25252,,
chx,Own,/slip44:25718,,
g1,?1,/slip44:26417,,
nexa,Nexa,/slip44:29223,,
esn,EtherSocial Network,/slip44:31102,,
teo,Trust Eth reOrigin,/slip44:33416,,
btcs,Bitcoin Stake,/slip44:33878,,
btt,ByteTrade,/slip44:34952,,
fxtc,FixedTradeCoin,/slip44:37992,,
ama,Amabig,/slip44:39321,,
fact,FACT0RN,/slip44:42069,,
axiv,AXIV,/slip44:43028,,
bax,BAX,/slip44:47803,,
eve,evan,/slip44:49262,,
stash,STASH,/slip44:49344,,
celo,Celo,/slip44:52752,,
th,TianHe,/slip44:61616,,
keth,Krypton World,/slip44:65536,,
grlc,Garlicoin,/slip44:69420,,
gwl,Gewel,/slip44:70007,,
zyn,Wethio,/slip44:77777,,
qubic,Qubic,/slip44:83293,,
ryo,c0ban,/slip44:88888,,
wicc,Waykichain,/slip44:99999,,
home,HomeCoin,/slip44:100500,,
stc,Starcoin,/slip44:101010,,
strax,Strax,/slip44:105105,,
kas,Kaspa,/slip44:111111,,
kls,Karlsen,/slip44:121337,,
apta,Bloqs4Good,/slip44:161803,,
aka,Akroma,/slip44:200625,,
conet,CONET Holesky Network,/slip44:224433,,
ats,ARTIS sigma1,/slip44:246529,,
zama,Zama,/slip44:261131,,
pi,Pi Network,/slip44:314159,,
value,Value Chain,/slip44:333332,,
3333,Pi Value Consensus,/slip44:333333,,
x42,x42,/slip44:424242,,
scr,Scroll,/slip44:534352,,
vite,Vite,/slip44:666666,,
ice, Ice Network                       ,/slip44:696365,,
sea, Second Exchange Alliance          ,/slip44:888888,,
wtc, WaltonChain                       ,/slip44:999999,,
amax, Armonia Meta Chain                ,/slip44:1048576,,
ilt, iOlite                            ,/slip44:1171337,,
etho, Etho Protocol                     ,/slip44:1313114,,
xero, Xerom                             ,/slip44:1313500,,
lax, LAPO                              ,/slip44:1712144,,
epk, EPIK Protocol                     ,/slip44:3924011,,
hyd, Hydra Token                       ,/slip44:4741444,,
bco, BitcoinOre                        ,/slip44:5249353,,
bhd, BitcoinHD                         ,/slip44:5249354,,
ptn, PalletOne                         ,/slip44:5264462,,
vlx, Velas                             ,/slip44:5655640,,
wan, Wanchain                          ,/slip44:5718350,,
waves, Waves                             ,/slip44:5741564,,
west, Waves Enterprise                  ,/slip44:5741565,,
abc, Abcmint                           ,/slip44:6382179,,
crm, Creamcoin                         ,/slip44:6517357,,
brock, Bitrock                           ,/slip44:7171666,,
sem, Semux                             ,/slip44:7562605,,
ion, ION                               ,/slip44:7567736,,
fct, FirmaChain                        ,/slip44:7777777,,
wgr, WGR                               ,/slip44:7825266,,
obsr, OBServer                          ,/slip44:7825267,,
afs, ANFS                              ,/slip44:8163271,,
lbr, 0L                                ,/slip44:11259375,,
xds, XDS                               ,/slip44:15118976,,
roh, Rooch                             ,/slip44:20230101,,
nlk, NuLinkCoin                        ,/slip44:20240430,,
aqua, Aquachain                         ,/slip44:61717561,,
hatch, Hatch                             ,/slip44:88888888,,
kusd, kUSD                              ,/slip44:91927009,,
gens, GENS                              ,/slip44:99999996,,
eq, EQ                                ,/slip44:99999997,,
fluid, Fluid Chains                      ,/slip44:99999998,,
qkc, QuarkChain                        ,/slip44:99999999,,
fvdc, ForumCoin                         ,/slip44:608589380,,
ttnc, TakeTitan                         ,/slip44:1179993421,,
mtgbp, MTGBP                             ,/slip44:1179993431,,
qfs, Qfs                               ,/slip44:1179993441,,
,,,,
